OrderID,CustomerID,OrderDate,ProductID,Quantity,Discount,PaymentMethod,Status,Age,City,SignupDate,CustomerSegment,ProductName,Category,UnitPrice,Sales,OrderValue
514859,109281,9/23/2025,2003,2,15,Cash,Completed,44,Isfahan,11/24/2023,New,USB-C Cable,Accessories,9,15,15
514860,103557,6/10/2024,2008,2,0,Gateway,Completed,51,Tabriz,10/29/2024,Regular,Phone Case,Accessories,14,28,28
514861,102402,1/7/2025,2006,1,0,Gateway,Completed,45,Tehran,9/28/2023,Regular,Webcam,Electronics,48,48,48
514862,104057,9/5/2025,2003,1,5,Wallet,Completed,58,Tabriz,5/25/2023,New,USB-C Cable,Accessories,9,9,9
514863,101998,3/28/2024,2007,3,10,Cash,Completed,65,Mashhad,3/30/2025,Regular,Headphones,Electronics,75,202,202
514864,106341,5/7/2026,2007,1,15,Wallet,Completed,32,Tabriz,7/28/2023,Regular,Headphones,Electronics,75,64,64
514865,101918,5/5/2026,2020,4,15,Gateway,Completed,41,Tabriz,11/5/2023,Regular,Gaming Controller,Gaming,68,231,231
514866,102611,5/10/2024,2011,1,10,CardToCard,Completed,64,Karaj,7/2/2025,Regular,Desk Lamp,Home Office,32,29,29
514867,104699,6/19/2024,2005,1,5,Wallet,Completed,32,Tehran,7/29/2025,New,Laptop Stand,Accessories,28,27,27
514868,100049,11/10/2024,2002,2,10,Wallet,Completed,50,Tehran,8/8/2025,New,Mechanical Keyboard,Electronics,62,112,112
514869,100215,1/24/2025,2013,3,5,Wallet,Completed,53,Mashhad,11/25/2025,Regular,Notebook,Stationery,7,20,20
514870,100645,1/15/2025,2018,1,20,Gateway,Completed,54,Tabriz,5/23/2024,Regular,Microphone,Electronics,85,68,68
514871,100796,8/17/2025,2001,1,0,Wallet,Completed,32,Tabriz,10/18/2023,Regular,Wireless Mouse,Electronics,18,18,18
514872,100502,2/10/2025,2020,5,0,CardToCard,Completed,49,Isfahan,4/5/2025,New,Gaming Controller,Gaming,68,340,340
514874,108241,8/13/2024,2008,1,15,Gateway,Completed,51,Tehran,7/6/2025,New,Phone Case,Accessories,14,12,12
514875,105978,12/21/2024,2014,3,30,Gateway,Completed,25,Tehran,1/20/2025,Regular,Backpack,Accessories,42,88,88
514876,100176,3/24/2025,2020,1,0,CardToCard,Completed,40,Tehran,4/22/2025,VIP,Gaming Controller,Gaming,68,68,68
514877,100193,3/25/2026,2002,4,0,Wallet,Completed,47,Tehran,11/13/2025,Regular,Mechanical Keyboard,Electronics,62,248,248
514878,102821,3/24/2024,2017,2,0,Cash,Completed,43,Tabriz,8/6/2023,New,HDMI Cable,Accessories,11,22,22
514879,100325,11/25/2025,2007,1,15,Cash,Completed,64,Tehran,4/27/2023,VIP,Headphones,Electronics,75,64,64
514880,103491,9/25/2024,2017,2,10,Gateway,Completed,23,Tehran,10/3/2025,Regular,HDMI Cable,Accessories,11,20,20
514881,106758,9/20/2025,2020,3,0,Wallet,Cancelled,39,Mashhad,10/13/2025,VIP,Gaming Controller,Gaming,68,204,204
514882,108115,8/11/2024,2008,1,10,CardToCard,Completed,32,Tehran,4/10/2023,New,Phone Case,Accessories,14,13,13
514883,105239,11/28/2024,2018,2,30,CardToCard,Completed,61,Mashhad,3/5/2023,Regular,Microphone,Electronics,85,119,119
514884,107756,1/18/2025,2009,4,0,Gateway,Completed,63,Qom,3/19/2023,New,Smart Watch,Wearables,120,480,480
514885,106063,10/10/2025,2007,1,5,Wallet,Completed,36,Tehran,1/24/2025,Regular,Headphones,Electronics,75,71,71
514886,107144,5/23/2024,2007,1,0,Gateway,Completed,24,Tehran,10/31/2024,Regular,Headphones,Electronics,75,75,75
514887,102284,10/26/2024,2003,3,5,CardToCard,Completed,55,Tehran,2/5/2024,Regular,USB-C Cable,Accessories,9,26,26
514888,106461,4/1/2025,2013,1,5,Wallet,Completed,26,Isfahan,5/2/2025,Regular,Notebook,Stationery,7,7,7
514889,109483,7/22/2025,2008,1,5,Gateway,Completed,18,Ahvaz,6/19/2025,Regular,Phone Case,Accessories,14,13,13
514890,105913,3/6/2024,2009,1,10,Cash,Completed,51,Tabriz,11/23/2023,Regular,Smart Watch,Wearables,120,108,108
514891,109093,3/22/2024,2020,1,15,Cash,Completed,51,Rasht,5/10/2024,New,Gaming Controller,Gaming,68,58,58
514892,109540,9/12/2025,2011,1,0,Cash,Completed,52,Karaj,1/13/2023,New,Desk Lamp,Home Office,32,32,32
514893,106603,11/12/2024,2007,1,5,CardToCard,Completed,40,Tehran,12/4/2024,VIP,Headphones,Electronics,75,71,71
514894,100053,5/23/2024,2010,1,0,CardToCard,Completed,35,Shiraz,2/27/2024,Regular,Fitness Band,Wearables,55,55,55
514895,104648,8/15/2024,2013,4,5,Gateway,Completed,21,Isfahan,4/25/2023,Regular,Notebook,Stationery,7,27,27
514896,104972,5/31/2025,2013,1,20,Gateway,Completed,36,Tehran,1/29/2023,New,Notebook,Stationery,7,6,6
514897,102074,5/2/2026,2005,1,5,Wallet,Completed,34,Shiraz,9/13/2023,Regular,Laptop Stand,Accessories,28,27,27
514898,106624,9/24/2025,2005,3,10,Gateway,Completed,62,Tabriz,12/20/2023,Regular,Laptop Stand,Accessories,28,76,76
514899,102268,11/19/2025,2012,2,5,Wallet,Completed,52,Tabriz,8/7/2023,New,Office Chair,Home Office,180,342,342
514900,106293,6/9/2025,2017,4,0,Gateway,Completed,19,Tehran,11/13/2023,New,HDMI Cable,Accessories,11,44,44
514901,102982,11/16/2024,2002,1,20,Gateway,Completed,20,Rasht,5/19/2024,Regular,Mechanical Keyboard,Electronics,62,50,50
514902,109792,5/14/2026,2007,2,5,CardToCard,Completed,41,Karaj,7/1/2025,New,Headphones,Electronics,75,142,142
514903,108962,3/11/2024,2005,1,0,CardToCard,Completed,40,Tehran,5/13/2025,Regular,Laptop Stand,Accessories,28,28,28
514904,107515,11/29/2025,2012,2,5,Cash,Completed,31,Isfahan,3/23/2024,Regular,Office Chair,Home Office,180,342,342
514905,103563,8/11/2024,2015,1,0,Gateway,Cancelled,38,Ahvaz,4/11/2023,Regular,Bluetooth Speaker,Electronics,58,58,58
514906,105957,6/9/2025,2013,1,20,Gateway,Completed,28,Rasht,2/8/2024,Regular,Notebook,Stationery,7,6,6
514907,108338,6/8/2026,2004,1,5,Gateway,Completed,43,Ahvaz,7/15/2025,Regular,Power Bank,Electronics,35,33,33
514908,102725,12/28/2025,2013,1,0,CardToCard,Completed,55,Ahvaz,1/26/2024,VIP,Notebook,Stationery,7,7,7
514909,102746,1/4/2026,2014,1,0,Cash,Cancelled,37,Shiraz,9/2/2025,Regular,Backpack,Accessories,42,42,42
514910,108958,12/12/2025,2007,1,0,Gateway,Completed,57,Mashhad,9/26/2023,Regular,Headphones,Electronics,75,75,75
514911,104378,1/27/2025,2010,1,30,Gateway,Completed,30,Tehran,4/28/2023,Regular,Fitness Band,Wearables,55,38,38
514912,103230,12/5/2024,2003,1,0,Gateway,Completed,58,Tabriz,1/28/2024,New,USB-C Cable,Accessories,9,9,9
514913,105279,3/23/2025,2006,1,0,Wallet,Completed,36,Tehran,3/1/2023,VIP,Webcam,Electronics,48,48,48
514914,107143,9/3/2024,2013,1,0,Gateway,Completed,65,Ahvaz,11/20/2023,Regular,Notebook,Stationery,7,7,7
514915,100043,2/17/2025,2010,1,5,Gateway,Completed,51,Mashhad,4/25/2023,VIP,Fitness Band,Wearables,55,52,52
514917,108217,2/14/2026,2008,2,0,Wallet,Completed,46,Rasht,4/21/2024,Regular,Phone Case,Accessories,14,28,28
514918,105966,9/27/2025,2015,2,15,Gateway,Completed,22,Tehran,10/4/2025,Regular,Bluetooth Speaker,Electronics,58,99,99
514919,106009,2/23/2024,2020,1,20,CardToCard,Completed,21,Mashhad,4/19/2025,Regular,Gaming Controller,Gaming,68,54,54
514920,104298,7/24/2025,2008,4,5,Gateway,Completed,54,Rasht,9/17/2023,Regular,Phone Case,Accessories,14,53,53
514921,100798,10/17/2025,2003,2,5,Gateway,Completed,40,Rasht,11/18/2025,New,USB-C Cable,Accessories,9,17,17
514922,104668,1/14/2026,2020,3,15,Wallet,Completed,24,Kerman,7/8/2025,Regular,Gaming Controller,Gaming,68,173,173
514923,100219,10/11/2024,2003,3,0,CardToCard,Completed,39,Mashhad,10/18/2025,Regular,USB-C Cable,Accessories,9,27,27
514924,104095,6/28/2025,2009,3,10,CardToCard,Completed,64,Tehran,8/25/2025,New,Smart Watch,Wearables,120,324,324
514925,101030,8/26/2024,2003,1,5,Gateway,Completed,34,Tehran,6/28/2023,Regular,USB-C Cable,Accessories,9,9,9
514926,107902,1/3/2026,2020,1,5,CardToCard,Completed,38,Karaj,9/2/2025,Regular,Gaming Controller,Gaming,68,65,65
514927,107591,1/26/2026,2001,1,0,Gateway,Completed,23,Tabriz,3/3/2025,Regular,Wireless Mouse,Electronics,18,18,18
514928,105899,3/7/2024,2001,3,10,Wallet,Completed,49,Tehran,3/16/2025,New,Wireless Mouse,Electronics,18,49,49
514929,108085,9/3/2024,2006,1,0,Gateway,Completed,51,Isfahan,8/21/2024,VIP,Webcam,Electronics,48,48,48
514930,105041,3/29/2024,2017,2,15,Gateway,Completed,34,Tehran,8/14/2025,New,HDMI Cable,Accessories,11,19,19
514931,109284,12/10/2024,2001,2,0,Wallet,Completed,18,Karaj,5/3/2024,Regular,Wireless Mouse,Electronics,18,36,36
514932,104940,1/5/2024,2001,1,10,Gateway,Completed,34,Karaj,8/21/2023,Regular,Wireless Mouse,Electronics,18,16,16
514933,100417,11/7/2025,2001,1,0,Gateway,Completed,64,Tehran,7/10/2024,Regular,Wireless Mouse,Electronics,18,18,18
514934,104679,1/7/2025,2010,1,10,CardToCard,Completed,49,Mashhad,5/23/2025,New,Fitness Band,Wearables,55,50,50
514935,100954,4/6/2025,2011,2,5,Gateway,Completed,38,Tehran,12/16/2023,New,Desk Lamp,Home Office,32,61,61
514936,108115,10/3/2025,2008,3,5,CardToCard,Completed,32,Tehran,4/10/2023,New,Phone Case,Accessories,14,40,40
514937,105524,9/7/2025,2011,1,0,Gateway,Completed,62,Isfahan,7/10/2024,Regular,Desk Lamp,Home Office,32,32,32
514938,104986,9/28/2024,2002,1,15,Gateway,Completed,20,Kerman,5/2/2025,Regular,Mechanical Keyboard,Electronics,62,53,53
514939,103123,11/7/2025,2003,3,0,Gateway,Returned,40,Karaj,1/15/2023,New,USB-C Cable,Accessories,9,27,27
514940,104926,7/7/2025,2013,1,20,Gateway,Completed,22,Kerman,11/13/2025,Regular,Notebook,Stationery,7,6,6
514941,109872,7/7/2024,2009,1,0,Gateway,Completed,25,Rasht,12/11/2025,Regular,Smart Watch,Wearables,120,120,120
514942,101341,1/26/2024,2017,1,15,Gateway,Completed,43,Ahvaz,8/24/2023,Regular,HDMI Cable,Accessories,11,9,9
514943,102689,10/15/2025,2011,1,0,Wallet,Completed,48,Mashhad,3/3/2024,New,Desk Lamp,Home Office,32,32,32
514944,102454,5/23/2024,2012,1,20,Gateway,Completed,40,Tabriz,12/13/2025,Regular,Office Chair,Home Office,180,144,144
514945,101340,4/7/2024,2004,2,0,Cash,Completed,37,Karaj,12/31/2023,New,Power Bank,Electronics,35,70,70
514946,108093,12/29/2024,2017,3,5,Wallet,Returned,49,Isfahan,4/18/2024,Regular,HDMI Cable,Accessories,11,31,31
514947,108107,3/23/2026,2017,1,0,Wallet,Completed,41,Ahvaz,2/12/2023,Regular,HDMI Cable,Accessories,11,11,11
514948,108248,9/12/2025,2001,2,15,Gateway,Completed,36,Tehran,1/18/2023,New,Wireless Mouse,Electronics,18,31,31
514949,104373,11/20/2025,2011,1,0,Gateway,Completed,28,Karaj,6/7/2025,Regular,Desk Lamp,Home Office,32,32,32
514950,103505,8/21/2024,2017,1,0,Gateway,Completed,18,Karaj,12/9/2023,VIP,HDMI Cable,Accessories,11,11,11
514951,102815,12/22/2025,2015,3,0,Gateway,Completed,27,Shiraz,1/12/2023,VIP,Bluetooth Speaker,Electronics,58,174,174
514952,101974,12/24/2024,2006,1,5,Gateway,Completed,34,Kerman,3/3/2025,New,Webcam,Electronics,48,46,46
514953,103791,6/4/2026,2007,3,10,Gateway,Completed,23,Ahvaz,6/10/2023,Regular,Headphones,Electronics,75,202,202
514954,107901,5/7/2025,2005,1,0,Cash,Completed,23,Tehran,1/11/2023,Regular,Laptop Stand,Accessories,28,28,28
514955,100735,6/7/2025,2016,3,0,Gateway,Completed,27,Tehran,2/5/2025,New,Monitor,Electronics,21,63,63
514956,109152,3/15/2026,2005,5,5,Gateway,Completed,27,Isfahan,5/3/2023,Regular,Laptop Stand,Accessories,28,133,133
514957,103543,4/26/2026,2014,1,15,Gateway,Cancelled,22,Mashhad,10/15/2024,Regular,Backpack,Accessories,42,36,36
514958,107004,1/16/2024,2017,3,10,CardToCard,Completed,45,Kerman,5/18/2025,New,HDMI Cable,Accessories,11,30,30
514959,105573,7/19/2024,2013,2,15,Gateway,Completed,29,Isfahan,4/13/2024,New,Notebook,Stationery,7,12,12
514960,103783,6/14/2025,2005,2,10,Gateway,Completed,23,Kerman,10/1/2025,New,Laptop Stand,Accessories,28,50,50
514961,105767,1/4/2024,2007,1,0,Gateway,Completed,32,Tehran,12/7/2023,Regular,Headphones,Electronics,75,75,75
514962,104938,10/1/2024,2017,4,5,Wallet,Completed,46,Tehran,5/5/2025,Regular,HDMI Cable,Accessories,11,42,42
514963,102176,6/18/2024,2017,1,15,Cash,Completed,54,Tehran,1/7/2023,New,HDMI Cable,Accessories,11,9,9
514964,108767,3/28/2025,2011,1,0,Wallet,Completed,28,Tabriz,3/24/2025,New,Desk Lamp,Home Office,32,32,32
514965,105252,5/31/2025,2008,2,20,Gateway,Completed,38,Kerman,2/16/2025,Regular,Phone Case,Accessories,14,22,22
514966,101519,6/12/2024,2010,3,0,Gateway,Completed,41,Tehran,5/1/2025,New,Fitness Band,Wearables,55,165,165
514967,106438,4/8/2025,2011,2,10,Gateway,Completed,31,Tehran,2/22/2024,Regular,Desk Lamp,Home Office,32,58,58
514968,100477,12/8/2024,2008,2,0,Cash,Completed,58,Tehran,2/9/2024,VIP,Phone Case,Accessories,14,28,28
514969,104339,6/19/2026,2004,4,10,Cash,Completed,53,Shiraz,10/5/2024,Regular,Power Bank,Electronics,35,126,126
514970,109075,2/26/2024,2013,2,0,Wallet,Completed,38,Isfahan,5/28/2023,Regular,Notebook,Stationery,7,14,14
514971,104138,12/27/2025,2013,1,0,Gateway,Completed,30,Tabriz,1/19/2023,Regular,Notebook,Stationery,7,7,7
514972,105724,6/30/2026,2002,2,10,Gateway,Completed,41,Tehran,6/13/2025,Regular,Mechanical Keyboard,Electronics,62,112,112
514973,100476,4/12/2025,2002,3,0,Wallet,Cancelled,55,Tehran,11/13/2024,Regular,Mechanical Keyboard,Electronics,62,186,186
514974,106380,8/10/2025,2009,1,5,Wallet,Completed,31,Mashhad,6/28/2025,VIP,Smart Watch,Wearables,120,114,114
514975,105419,4/20/2024,2012,1,0,Gateway,Completed,44,Tehran,4/24/2024,Regular,Office Chair,Home Office,180,180,180
514976,101381,10/30/2024,2017,1,10,Gateway,Cancelled,65,Karaj,1/8/2025,Regular,HDMI Cable,Accessories,11,10,10
514977,107516,6/5/2024,2004,1,10,CardToCard,Completed,31,Karaj,11/22/2023,New,Power Bank,Electronics,35,32,32
514978,107265,5/18/2025,2008,1,0,Gateway,Completed,42,Karaj,2/20/2023,Regular,Phone Case,Accessories,14,14,14
514979,104070,4/18/2026,2006,2,10,CardToCard,Completed,22,Mashhad,1/19/2024,Regular,Webcam,Electronics,48,86,86
514980,105637,1/26/2024,2020,3,5,CardToCard,Completed,30,Kerman,8/22/2025,Regular,Gaming Controller,Gaming,68,194,194
514981,104278,3/3/2025,2013,1,30,Gateway,Completed,54,Tehran,10/10/2024,Regular,Notebook,Stationery,7,5,5
514982,103364,9/17/2025,2011,1,0,Wallet,Completed,57,Mashhad,10/29/2024,VIP,Desk Lamp,Home Office,32,32,32
514983,100733,1/7/2025,2002,3,0,Wallet,Completed,62,Karaj,3/10/2025,Regular,Mechanical Keyboard,Electronics,62,186,186
514984,106698,4/10/2025,2013,4,5,Gateway,Completed,55,Shiraz,5/9/2023,Regular,Notebook,Stationery,7,27,27
514986,109181,5/31/2025,2013,3,0,Wallet,Completed,58,Isfahan,1/23/2024,New,Notebook,Stationery,7,21,21
514987,109813,2/29/2024,2002,1,0,CardToCard,Completed,34,Ahvaz,6/26/2024,VIP,Mechanical Keyboard,Electronics,62,62,62
514988,109199,4/17/2025,2011,1,15,Gateway,Completed,18,Rasht,8/16/2023,Regular,Desk Lamp,Home Office,32,27,27
514989,105863,3/18/2025,2003,2,0,CardToCard,Completed,45,Mashhad,1/10/2024,Regular,USB-C Cable,Accessories,9,18,18
514990,100350,6/6/2024,2018,1,0,Gateway,Completed,25,Tehran,3/2/2023,New,Microphone,Electronics,85,85,85
514991,107436,4/6/2025,2003,1,0,Gateway,Completed,56,Isfahan,6/22/2023,Regular,USB-C Cable,Accessories,9,9,9
514992,100923,2/4/2025,2004,2,0,Cash,Completed,39,Karaj,7/27/2023,Regular,Power Bank,Electronics,35,70,70
514993,108132,5/27/2025,2008,1,10,CardToCard,Completed,55,Qom,2/4/2025,New,Phone Case,Accessories,14,13,13
514994,105463,5/2/2025,2008,2,5,Gateway,Completed,51,Tehran,3/4/2024,New,Phone Case,Accessories,14,27,27
514995,105836,12/15/2024,2017,1,15,Wallet,Completed,41,Tehran,3/7/2024,Regular,HDMI Cable,Accessories,11,9,9
514996,106267,11/5/2025,2017,2,5,Wallet,Completed,51,Shiraz,2/27/2023,Regular,HDMI Cable,Accessories,11,21,21
514997,107539,11/4/2024,2004,2,10,Gateway,Completed,32,Ahvaz,1/20/2023,Regular,Power Bank,Electronics,35,63,63
514998,109339,2/14/2025,2010,3,0,Gateway,Completed,51,Mashhad,10/26/2024,New,Fitness Band,Wearables,55,165,165
514999,105236,1/3/2025,2017,4,10,CardToCard,Completed,59,Tehran,9/25/2023,Regular,HDMI Cable,Accessories,11,40,40
515000,106162,2/23/2025,2010,2,0,Gateway,Completed,28,Karaj,9/4/2025,Regular,Fitness Band,Wearables,55,110,110
515001,108208,11/22/2025,2005,1,15,Gateway,Completed,32,Rasht,12/17/2024,VIP,Laptop Stand,Accessories,28,24,24
515002,107980,9/5/2025,2008,1,15,Gateway,Completed,65,Qom,5/29/2023,VIP,Phone Case,Accessories,14,12,12
515003,104479,2/6/2024,2003,2,0,CardToCard,Completed,59,Mashhad,3/14/2023,Regular,USB-C Cable,Accessories,9,18,18
515004,107074,3/3/2025,2008,2,10,Wallet,Cancelled,28,Tehran,12/2/2023,Regular,Phone Case,Accessories,14,25,25
515005,101060,4/17/2024,2010,1,5,CardToCard,Completed,32,Tehran,11/9/2023,New,Fitness Band,Wearables,55,52,52
515006,104336,9/22/2025,2004,2,20,Gateway,Completed,38,Qom,9/9/2023,Regular,Power Bank,Electronics,35,56,56
515007,100906,6/14/2026,2007,1,0,Cash,Completed,52,Ahvaz,8/28/2025,New,Headphones,Electronics,75,75,75
515008,103360,6/18/2025,2005,4,30,Gateway,Completed,43,Tehran,2/19/2024,Regular,Laptop Stand,Accessories,28,78,78
515009,104938,11/24/2024,2019,1,20,Gateway,Completed,46,Tehran,5/5/2025,Regular,Tablet,Electronics,260,208,208
515010,106387,3/3/2024,2001,1,20,Wallet,Completed,41,Tehran,4/16/2023,Regular,Wireless Mouse,Electronics,18,14,14
515011,103983,10/14/2024,2014,1,0,Wallet,Completed,50,Tabriz,5/29/2025,Regular,Backpack,Accessories,42,42,42
515012,106455,3/29/2025,2004,4,30,Cash,Completed,40,Karaj,5/27/2025,Regular,Power Bank,Electronics,35,98,98
515013,100586,1/31/2026,2007,2,10,Wallet,Completed,62,Kerman,3/4/2025,New,Headphones,Electronics,75,135,135
515014,103559,3/19/2025,2013,1,10,Cash,Completed,26,Mashhad,4/16/2025,New,Notebook,Stationery,7,6,6
515015,100768,6/11/2026,2017,1,5,Wallet,Completed,41,Tabriz,6/28/2025,New,HDMI Cable,Accessories,11,10,10
515016,103065,11/15/2024,2001,1,15,Wallet,Completed,51,Rasht,10/6/2025,New,Wireless Mouse,Electronics,18,15,15
515017,102928,1/1/2024,2003,3,0,Wallet,Completed,33,Isfahan,3/6/2023,Regular,USB-C Cable,Accessories,9,27,27
515018,101123,6/27/2025,2007,1,0,CardToCard,Completed,41,Karaj,2/4/2024,Regular,Headphones,Electronics,75,75,75
515019,104207,7/8/2024,2009,1,0,Wallet,Completed,61,Tabriz,4/25/2025,Regular,Smart Watch,Wearables,120,120,120
515020,100953,7/29/2024,2020,2,20,Gateway,Completed,47,Isfahan,6/3/2023,VIP,Gaming Controller,Gaming,68,109,109
515021,106814,1/16/2024,2010,3,5,Wallet,Completed,42,Kerman,2/14/2024,New,Fitness Band,Wearables,55,157,157
515022,100876,4/4/2025,2011,1,0,Gateway,Completed,42,Isfahan,7/6/2024,Regular,Desk Lamp,Home Office,32,32,32
515023,108832,8/2/2024,2017,2,0,Wallet,Completed,55,Tehran,1/14/2025,Regular,HDMI Cable,Accessories,11,22,22
515024,106998,6/23/2026,2010,2,5,Wallet,Completed,36,Mashhad,9/22/2025,Regular,Fitness Band,Wearables,55,104,104
515025,103497,12/22/2025,2004,2,15,Gateway,Completed,22,Tehran,1/28/2025,New,Power Bank,Electronics,35,60,60
515027,105058,11/1/2024,2008,1,0,Gateway,Cancelled,57,Mashhad,4/6/2024,Regular,Phone Case,Accessories,14,14,14
515028,108749,3/2/2024,2005,2,5,Gateway,Completed,63,Tehran,5/11/2024,Regular,Laptop Stand,Accessories,28,53,53
515029,102002,8/1/2025,2004,1,5,Wallet,Completed,20,Rasht,12/24/2024,New,Power Bank,Electronics,35,33,33
515030,101131,1/20/2024,2008,1,15,Gateway,Completed,37,Mashhad,3/1/2025,Regular,Phone Case,Accessories,14,12,12
515031,104300,1/16/2025,2005,4,5,Gateway,Completed,22,Tehran,5/13/2023,Regular,Laptop Stand,Accessories,28,106,106
515032,109991,2/15/2024,2009,1,5,Gateway,Completed,33,Rasht,6/15/2024,New,Smart Watch,Wearables,120,114,114
515033,102913,4/28/2025,2017,1,0,CardToCard,Completed,40,Isfahan,10/1/2023,New,HDMI Cable,Accessories,11,11,11
515034,104525,4/28/2025,2008,4,15,Wallet,Completed,56,Tehran,10/10/2023,Regular,Phone Case,Accessories,14,48,48
515035,108403,4/3/2025,2003,1,10,Gateway,Completed,21,Mashhad,6/9/2023,Regular,USB-C Cable,Accessories,9,8,8
515036,107867,9/9/2025,2008,5,5,Gateway,Completed,51,Tehran,4/20/2025,Regular,Phone Case,Accessories,14,66,66
515037,101914,7/16/2024,2013,1,20,CardToCard,Completed,55,Karaj,2/26/2025,Regular,Notebook,Stationery,7,6,6
515038,102296,7/28/2024,2017,1,0,Wallet,Completed,56,Kerman,8/7/2023,Regular,HDMI Cable,Accessories,11,11,11
515039,101691,12/25/2024,2013,4,0,Gateway,Completed,55,Isfahan,3/1/2023,New,Notebook,Stationery,7,28,28
515040,103187,8/30/2025,2011,1,10,Gateway,Completed,54,Mashhad,8/8/2025,New,Desk Lamp,Home Office,32,29,29
515041,102436,4/11/2024,2008,3,0,Wallet,Completed,45,Isfahan,4/24/2024,New,Phone Case,Accessories,14,42,42
515042,101221,2/6/2026,2010,1,10,Cash,Completed,41,Isfahan,8/27/2024,New,Fitness Band,Wearables,55,50,50
515043,100586,8/5/2024,2015,4,0,Gateway,Returned,62,Kerman,3/4/2025,New,Bluetooth Speaker,Electronics,58,232,232
515045,102660,6/1/2025,2013,3,10,Wallet,Returned,25,Shiraz,4/15/2023,Regular,Notebook,Stationery,7,19,19
515046,103727,8/26/2024,2013,5,0,CardToCard,Completed,23,Kerman,12/9/2024,Regular,Notebook,Stationery,7,35,35
515047,102863,12/19/2024,2013,1,5,Gateway,Completed,58,Tehran,8/3/2025,Regular,Notebook,Stationery,7,7,7
515048,103248,2/23/2024,2011,2,30,CardToCard,Completed,22,Tehran,12/27/2024,Regular,Desk Lamp,Home Office,32,45,45
515049,101014,2/5/2025,2003,2,0,Wallet,Completed,33,Tabriz,10/13/2025,New,USB-C Cable,Accessories,9,18,18
515050,109069,9/19/2024,2018,1,5,Gateway,Completed,42,Tabriz,6/14/2023,VIP,Microphone,Electronics,85,81,81
515051,102391,5/26/2024,2020,2,0,Gateway,Completed,39,Tehran,3/15/2025,New,Gaming Controller,Gaming,68,136,136
515052,108495,11/29/2024,2017,3,15,CardToCard,Completed,32,Tabriz,4/12/2023,New,HDMI Cable,Accessories,11,28,28
515053,107313,10/27/2025,2017,1,10,Gateway,Completed,42,Tehran,2/6/2025,Regular,HDMI Cable,Accessories,11,10,10
515054,101064,10/21/2025,2017,1,10,Gateway,Completed,51,Mashhad,10/30/2025,Regular,HDMI Cable,Accessories,11,10,10
515055,104557,11/7/2024,2004,4,10,Gateway,Completed,25,Mashhad,10/31/2025,New,Power Bank,Electronics,35,126,126
515056,103919,5/29/2026,2003,2,30,Wallet,Completed,20,Ahvaz,1/17/2023,New,USB-C Cable,Accessories,9,13,13
515057,104902,4/18/2024,2002,2,10,Gateway,Completed,49,Tehran,12/26/2023,New,Mechanical Keyboard,Electronics,62,112,112
515058,103160,1/8/2026,2002,2,0,CardToCard,Completed,59,Mashhad,2/13/2023,New,Mechanical Keyboard,Electronics,62,124,124
515059,106359,6/4/2026,2014,2,5,CardToCard,Completed,19,Tehran,2/9/2023,Regular,Backpack,Accessories,42,80,80
515060,109304,5/10/2025,2005,4,10,Gateway,Completed,56,Tehran,11/5/2023,New,Laptop Stand,Accessories,28,101,101
515061,103128,2/22/2024,2006,5,5,Gateway,Completed,61,Karaj,7/11/2024,Regular,Webcam,Electronics,48,228,228
515062,106020,3/22/2026,2014,1,5,Wallet,Completed,54,Karaj,5/10/2023,New,Backpack,Accessories,42,40,40
515063,103165,1/12/2025,2003,1,10,Wallet,Completed,24,Mashhad,1/30/2024,New,USB-C Cable,Accessories,9,8,8
515064,108902,5/28/2024,2011,1,0,Gateway,Completed,58,Karaj,6/7/2025,Regular,Desk Lamp,Home Office,32,32,32
515065,103107,2/13/2026,2013,1,15,CardToCard,Completed,59,Tehran,6/6/2024,New,Notebook,Stationery,7,6,6
515066,104139,1/3/2025,2006,2,30,CardToCard,Completed,60,Mashhad,2/2/2024,New,Webcam,Electronics,48,67,67
515067,103222,3/7/2025,2008,1,0,CardToCard,Completed,30,Qom,2/7/2024,VIP,Phone Case,Accessories,14,14,14
515068,106187,5/8/2025,2008,1,10,Gateway,Completed,36,Rasht,9/19/2025,Regular,Phone Case,Accessories,14,13,13
515069,109373,3/4/2026,2012,2,5,Gateway,Completed,19,Rasht,4/27/2023,Regular,Office Chair,Home Office,180,342,342
515070,101387,3/11/2025,2010,4,0,Wallet,Completed,44,Tehran,1/20/2023,Regular,Fitness Band,Wearables,55,220,220
515071,103277,2/8/2026,2007,5,15,Gateway,Cancelled,21,Isfahan,2/14/2024,Regular,Headphones,Electronics,75,319,319
515073,105470,6/16/2025,2015,2,20,Gateway,Completed,31,Tehran,10/18/2025,Regular,Bluetooth Speaker,Electronics,58,93,93
515074,106130,3/30/2025,2012,4,30,CardToCard,Completed,35,Qom,3/12/2025,Regular,Office Chair,Home Office,180,504,504
515075,106919,10/7/2024,2008,1,0,Wallet,Completed,21,Mashhad,4/5/2025,Regular,Phone Case,Accessories,14,14,14
515076,105639,7/2/2024,2008,2,5,Gateway,Completed,23,Shiraz,5/15/2025,New,Phone Case,Accessories,14,27,27
515077,107564,3/1/2024,2008,3,0,CardToCard,Completed,58,Rasht,11/12/2025,Regular,Phone Case,Accessories,14,42,42
515078,108935,8/14/2024,2013,1,0,Gateway,Completed,35,Karaj,7/1/2024,VIP,Notebook,Stationery,7,7,7
